ekatte;t_v_m;name;oblast;obstina;kmetstvo;kind;category;altitude;document;tsb;abc
04738;с.;Богомилово;SZR;SZR31;SZR31-03;3;5;4;1999;SE;340
04741;с.;Богомилци;RAZ;RAZ29;RAZ29-02;3;7;5;1999;N;341
04755;с.;Богомолско;TGV;TGV02;TGV02-00;3;8;4;1999;NE;342
04772;с.;Богорово;SLS;SLS31;SLS31-00;3;8;3;1999;N;343
04786;с.;Богорово;JAM;JAM22;JAM22-00;3;8;3;1999;SE;344
66322;с.;Богородица;BLG;BLG33;BLG33-00;3;8;6;1999;SW;345
04796;с.;Богослов;KNL;KNL29;KNL29-04;3;6;7;1999;SW;346
04801;с.;Богутево;SML;SML38;SML38-01;3;7;8;1999;S;347
04813;с.;Богьовци;SFO;SFO26;SFO26-00;3;7;6;1999;SW;348
04827;с.;Боденец;VRC;VRC27;VRC27-01;3;6;4;1999;NW;349
04844;с.;Бодрово;HKV;HKV09;HKV09-01;3;7;3;1999;S;350
04861;с.;Боево;SML;SML27;SML27-00;3;8;7;1999;S;351
04892;с.;Боерица;SFO;SFO20;SFO20-00;3;8;7;1999;SW;352
04902;с.;Божак;KRZ;KRZ16;KRZ16-53;3;8;5;1999;S;353
04916;с.;Божан;DOB;DOB27;DOB27-04;3;7;3;1999;NE;354
04927;с.;Божаново;DOB;DOB29;DOB29-00;3;8;1;1999;NE;355
04933;с.;Бождово;BLG;BLG40;BLG40-00;3;8;7;1999;SW;356
04947;с.;Божевци;SLV;SLV20;SLV20-04;3;7;6;1999;SE;357
04950;с.;Боженица;SFO;SFO07;SFO07-00;3;7;5;1999;SW;358
04964;с.;Боженците;GAB;GAB05;GAB05-00;3;8;6;1999;N;359
04981;с.;Божичен;RSE;RSE13;RSE13-00;3;6;2;1999;N;360
05009;с.;Божурец;DOB;DOB17;DOB17-00;3;8;3;1999;NE;361
05013;с.;Божурица;PVN;PVN10;PVN10-03;3;6;2;1999;NW;362
05027;гр.;Божурище;SFO;SFO06;SFO06-00;1;3;6;1999;SW;363
05030;с.;Божурка;TGV;TGV35;TGV35-05;3;7;6;1999;NE;364
05044;с.;Божурлук;PVN;PVN16;PVN16-00;3;8;2;1999;NW;365
05058;с.;Божурово;RAZ;RAZ16;RAZ16-03;3;6;3;1999;N;366
05061;с.;Божурово;DOB;DOB15;DOB15-07;3;6;4;1999;NE;367
05075;с.;Божурово;SHU;SHU10;SHU10-01;3;7;4;1999;NE;368
05089;с.;Божурци;KRZ;KRZ35;KRZ35-24;3;6;5;1999;S;369
05092;с.;Бозаджии;SLV;SLV20;SLV20-00;3;8;3;1999;SE;370
05102;с.;Бозвелийско;VAR;VAR24;VAR24-02;3;6;1;1999;NE;371
17960;с.;Боздуганово;SZR;SZR27;SZR27-04;3;7;3;1999;SE;372
07853;с.;Бозьова;PAZ;PAZ08;PAZ08-00;3;8;8;1999;S;373
05124;с.;Боил;SLS;SLS10;SLS10-01;3;5;4;1999;N;374
05147;с.;Бойковец;SFO;SFO18;SFO18-00;3;7;7;1999;SW;375
05150;с.;Бойково;PDV;PDV26;PDV26-00;3;8;8;1999;S;376
05164;с.;Бойковци;VTR;VTR13;VTR13-00;3;8;6;1999;N;377
05181;с.;Бойник;KRZ;KRZ15;KRZ15-42;3;8;6;1999;S;378
05195;с.;Бойница;VID;VID03;VID03-00;3;5;4;1999;NW;379
05205;с.;Бойно;KRZ;KRZ16;KRZ16-03;3;6;6;1999;S;380
05219;с.;Бойновци;GAB;GAB05;GAB05-00;3;8;6;1999;N;381
05222;с.;Бойчеви колиби;VTR;VTR04;VTR04-00;3;8;5;1999;N;382
07908;с.;Бойчета;GAB;GAB05;GAB05-27;3;8;5;1999;N;383
05236;гр.;Бойчиновци;MON;MON04;MON04-00;1;5;3;1999;NW;384
05240;с.;Бойчовци;VTR;VTR04;VTR04-09;3;8;5;1999;N;385
05253;с.;Бокиловци;MON;MON02;MON02-00;3;8;5;1999;NW;386
05267;с.;Болтата;GAB;GAB05;GAB05-00;3;8;5;1999;N;387
05270;с.;Болярино;PDV;PDV25;PDV25-07;3;7;3;1999;S;388
05284;гр.;Болярово;JAM;JAM03;JAM03-00;1;4;3;1999;SE;389
05298;с.;Болярски извор;HKV;HKV33;HKV33-02;3;7;3;1999;S;390
05308;с.;Болярско;JAM;JAM25;JAM25-43;3;6;3;1999;SE;391
05311;с.;Болярци;VAR;VAR01;VAR01-03;3;7;3;1999;NE;392
05325;с.;Болярци;KRZ;KRZ16;KRZ16-54;3;8;5;1999;S;393
05339;с.;Болярци;PDV;PDV28;PDV28-03;3;5;3;1999;S;394
05342;с.;Бонево;DOB;DOB27;DOB27-05;3;8;4;1999;NE;395
07870;с.;Бор;PDV;PDV01;PDV01-00;3;8;8;1999;S;396
05356;с.;Борец;PDV;PDV07;PDV07-02;3;6;4;1999;S;397
05365;с.;Борие;SML;SML27;SML27-01;3;7;7;1999;S;398
05387;с.;Борика;SML;SML16;SML16-00;3;8;7;1999;S;399
05390;с.;Борика;SFO;SFO20;SFO20-00;3;8;7;1999;SW;400
05400;с.;Борики;GAB;GAB05;GAB05-00;3;7;6;1999;N;401
05414;с.;Бориково;SML;SML31;SML31-00;3;8;7;1999;S;402
05428;с.;Бориловец;VID;VID03;VID03-05;3;7;4;1999;NW;403
05431;с.;Борилово;SZR;SZR31;SZR31-04;3;6;6;1999;SE;404
05445;с.;Борима;LOV;LOV34;LOV34-05;3;5;5;1999;NW;405
05459;с.;Боримечково;PAZ;PAZ14;PAZ14-01;3;7;6;1999;S;406
05462;с.;Борино;SML;SML05;SML05-00;3;5;8;1999;S;407
05476;с.;Бориново;SML;SML16;SML16-19;3;7;7;1999;S;408
05480;с.;Боринци;SLV;SLV11;SLV11-02;3;7;5;1999;SE;409
05493;с.;Борислав;PVN;PVN27;PVN27-01;3;7;3;1999;NW;410
05503;с.;Бориславци;HKV;HKV18;HKV18-01;3;7;3;1999;S;411
05517;с.;Борисово;RSE;RSE33;RSE33-02;3;6;1;1999;N;412
05520;с.;Борисово;JAM;JAM07;JAM07-00;3;8;4;1999;SE;413
05534;с.;Борнарево;PER;PER36;PER36-00;3;8;6;1999;SW;414
05551;с.;Боров дол;SLV;SLV24;SLV24-02;3;6;5;1999;SE;415
05548;с.;Борован;VRC;VRC05;VRC05-00;3;5;3;1999;NW;416
05565;с.;Боровец;KNL;KNL27;KNL27-00;3;8;5;1999;SW;417
05579;с.;Боровина;SML;SML16;SML16-20;3;6;7;1999;S;418
05582;с.;Боровица;VID;VID01;VID01-01;3;7;5;1999;NW;419
80176;с.;Боровица;KRZ;KRZ02;KRZ02-27;3;7;5;1999;S;420
05596;с.;Боровичене;BLG;BLG33;BLG33-00;3;8;6;1999;SW;421
05606;с.;Борово;BLG;BLG11;BLG11-02;3;5;6;1999;SW;422
05611;гр.;Борово;RSE;RSE03;RSE03-00;1;4;4;1999;N;423
05623;с.;Борово;PDV;PDV15;PDV15-00;3;8;8;1999;S;424
05637;с.;Борово;SZR;SZR31;SZR31-00;3;8;3;1999;SE;425
05640;с.;Боровско;KRZ;KRZ35;KRZ35-36;3;8;5;1999;S;426
05654;с.;Боровци;MON;MON02;MON02-04;3;6;4;1999;NW;427
05668;с.;Борското;GAB;GAB05;GAB05-07;3;8;5;1999;N;428
05671;с.;Борущица;SZR;SZR22;SZR22-00;3;8;7;1999;SE;429
05685;с.;Борци;SHU;SHU07;SHU07-01;3;6;5;1999;NE;430
05699;с.;Боряна;VAR;VAR16;VAR16-03;3;7;2;1999;NE;431
05709;с.;Босевци;VTR;VTR13;VTR13-01;3;8;6;1999;N;432
05712;с.;Босилица;KRZ;KRZ35;KRZ35-36;3;8;6;1999;S;433
05726;с.;Босилково;BGS;BGS23;BGS23-00;3;8;5;1999;SE;434
05737;с.;Босилково;SML;SML02;SML02-00;3;8;8;1999;S;435
05743;с.;Босилковци;RSE;RSE04;RSE04-03;3;7;2;1999;N;436
05757;с.;Босна;SLS;SLS32;SLS32-01;3;6;2;1999;N;437
05760;с.;Боснек;PER;PER32;PER32-00;3;7;7;1999;SW;438
05791;с.;Бостанци;KRZ;KRZ35;KRZ35-25;3;8;5;1999;S;439
05801;с.;Бостина;SML;SML31;SML31-06;3;7;7;1999;S;440
05815;гр.;Ботевград;SFO;SFO07;SFO07-00;1;2;5;1999;SW;441
05829;с.;Ботево;VAR;VAR02;VAR02-01;3;7;4;1999;NE;442
05832;с.;Ботево;VID;VID09;VID09-00;3;8;2;1999;NW;443
05846;с.;Ботево;VRC;VRC35;VRC35-00;3;8;2;1999;NW;444
05852;с.;Ботево;MON;MON11;MON11-00;3;8;2;1999;NW;445
05863;с.;Ботево;JAM;JAM25;JAM25-04;3;6;3;1999;SE;446
05877;с.;Ботров;RSE;RSE04;RSE04-11;3;7;2;1999;N;447
05894;с.;Ботуня;VRC;VRC21;VRC21-02;3;7;4;1999;NW;448
05904;с.;Ботурче;HKV;HKV11;HKV11-04;3;8;5;1999;S;449
05918;с.;Бохова;PER;PER51;PER51-00;3;8;7;1999;SW;450
05921;с.;Бохот;PVN;PVN24;PVN24-02;3;6;5;1999;NW;451
05935;с.;Бочковци;VTR;VTR04;VTR04-00;3;8;6;1999;N;452
05949;с.;Бошуля;PAZ;PAZ29;PAZ29-02;3;6;4;1999;S;453
05952;с.;Бояджик;JAM;JAM25;JAM25-05;3;5;3;1999;SE;454
05966;с.;Боян;SHU;SHU07;SHU07-02;3;6;5;1999;NE;455
05983;с.;Боян Ботево;HKV;HKV19;HKV19-02;3;6;5;1999;S;456
05978;с.;Бояна;VAR;VAR09;VAR09-01;3;7;4;1999;NE;457
05997;с.;Бояново;VID;VID15;VID15-00;3;8;3;1999;NW;458
06001;с.;Бояново;JAM;JAM07;JAM07-02;3;5;3;1999;SE;459
06015;с.;Бояновци;VTR;VTR04;VTR04-00;3;8;5;1999;N;460
06029;с.;Боянци;PDV;PDV01;PDV01-02;3;5;3;1999;S;461
06032;с.;Брадвари;SLS;SLS31;SLS31-04;3;5;3;1999;N;462
06046;с.;Бракница;TGV;TGV24;TGV24-00;3;8;5;1999;NE;463
06050;с.;Бракьовци;SFO;SFO09;SFO09-00;3;8;7;1999;SW;464
06077;с.;Браниполе;PDV;PDV26;PDV26-03;3;5;3;1999;S;465
06080;с.;Браница;HKV;HKV33;HKV33-03;3;7;5;1999;S;466
06094;с.;Браничево;SHU;SHU18;SHU18-01;3;5;4;1999;NE;467
06104;с.;Бранище;DOB;DOB15;DOB15-08;3;6;4;1999;NE;468
06118;с.;Бранковци;VTR;VTR04;VTR04-00;3;8;5;1999;N;469
06121;с.;Бранковци;VID;VID15;VID15-00;3;8;4;1999;NW;470
06135;с.;Братан;SLV;SLV11;SLV11-00;3;8;7;1999;SE;471
06149;с.;Братаница;PAZ;PAZ19;PAZ19-03;3;5;4;1999;S;472
06152;с.;Братово;BGS;BGS04;BGS04-02;3;7;1;1999;SE;473
06166;с.;Братово;TGV;TGV35;TGV35-06;3;7;5;1999;NE;474
06175;с.;Братушково;SFO;SFO45;SFO45-00;3;8;6;1999;SW;475
06183;с.;Братя Даскалови;SZR;SZR04;SZR04-00;3;5;3;1999;SE;476
06197;с.;Братя Кунчеви;SZR;SZR31;SZR31-06;3;6;4;1999;SE;477
06207;гр.;Брацигово;PAZ;PAZ06;PAZ06-00;1;4;5;1999;S;478
06210;с.;Брегаре;PVN;PVN10;PVN10-04;3;7;2;1999;NW;479
06224;гр.;Брегово;VID;VID06;VID06-00;1;4;1;1999;NW;480
07942;с.;Брегово;KRZ;KRZ14;KRZ14-49;3;8;5;1999;S;481
07939;с.;Брежана;KRZ;KRZ08;KRZ08-18;3;8;5;1999;S;482
06238;с.;Брежани;BLG;BLG44;BLG44-01;3;5;6;1999;SW;483
06241;с.;Брежниците;GAB;GAB35;GAB35-04;3;8;6;1999;N;484
06255;с.;Бреза;SML;SML27;SML27-09;3;8;8;1999;S;485
06269;с.;Брезе;SML;SML09;SML09-02;3;6;8;1999;S;486
06272;с.;Брезе;SFO;SFO43;SFO43-03;3;7;7;1999;SW;487
77116;с.;Брезен;KRZ;KRZ02;KRZ02-25;3;7;6;1999;S;488
06286;гр.;Брезник;PER;PER08;PER08-00;1;3;7;1999;SW;489
06306;с.;Брезница;BLG;BLG11;BLG11-03;3;5;7;1999;SW;490
06313;с.;Брезнишки извор;PER;PER08;PER08-00;3;8;7;1999;SW;491
06327;с.;Брезовдол;SFO;SFO43;SFO43-00;3;8;7;1999;SW;492
06344;с.;Брезово;VTR;VTR13;VTR13-00;3;8;5;1999;N;493
06361;гр.;Брезово;PDV;PDV07;PDV07-00;1;4;4;1999;S;494
06375;с.;Бреница;PVN;PVN39;PVN39-01;3;5;3;1999;NW;495
06389;с.;Бреница;SLS;SLS34;SLS34-03;3;7;3;1999;N;496
06392;с.;Брест;KNL;KNL50;KNL50-00;3;8;7;1999;SW;497
06402;с.;Брест;PVN;PVN08;PVN08-01;3;5;1;1999;NW;498
06416;с.;Брестак;VAR;VAR09;VAR09-02;3;5;3;1999;NE;499
06421;с.;Брестака;SFO;SFO56;SFO56-00;3;8;7;1999;SW;500
06433;с.;Бресте;PVN;PVN37;PVN37-01;3;7;4;1999;NW;501
06447;с.;Брестник;PDV;PDV26;PDV26-04;3;5;4;1999;S;502
06450;с.;Брестница;LOV;LOV38;LOV38-02;3;5;5;1999;NW;503
06464;с.;Брестница;DOB;DOB27;DOB27-00;3;8;3;1999;NE;504
06478;с.;Брестова;SZR;SZR37;SZR37-00;3;8;5;1999;SE;505
06481;с.;Брестовене;RAZ;RAZ11;RAZ11-01;3;5;4;1999;N;506
06495;с.;Брестовец;PVN;PVN24;PVN24-03;3;6;4;1999;NW;507
06505;с.;Брестовица;PDV;PDV26;PDV26-05;3;4;4;1999;S;508
06519;с.;Брестовица;RSE;RSE03;RSE03-07;3;7;4;1999;N;509
06522;с.;Брестово;BLG;BLG44;BLG44-00;3;8;7;1999;SW;510
06536;с.;Брестово;LOV;LOV18;LOV18-00;3;8;6;1999;NW;511
06547;с.;Брод;HKV;HKV09;HKV09-02;3;6;2;1999;S;512
06553;с.;Бродилово;BGS;BGS13;BGS13-02;3;7;1;1999;SE;513
06567;с.;Брош;KRZ;KRZ16;KRZ16-55;3;6;5;1999;S;514
06570;гр.;Брусарци;MON;MON07;MON07-00;1;4;2;1999;NW;515
06584;с.;Брусевци;HKV;HKV18;HKV18-00;3;8;5;1999;S;516
06598;с.;Брусен;VRC;VRC27;VRC27-02;3;6;4;1999;NW;517
06608;с.;Брусен;SFO;SFO18;SFO18-02;3;7;5;1999;SW;518
06625;с.;Брусино;HKV;HKV11;HKV11-16;3;8;6;1999;S;519
06639;с.;Брусник;PER;PER08;PER08-00;3;8;7;1999;SW;520
06642;с.;Брънеците;GAB;GAB05;GAB05-09;3;8;5;1999;N;521
06662;с.;Бръчковци;VTR;VTR13;VTR13-00;3;8;5;1999;N;522
06673;с.;Бръшлен;RSE;RSE33;RSE33-03;3;7;1;1999;N;523
06687;с.;Бръшлян;BGS;BGS12;BGS12-00;3;8;4;1999;SE;524
06690;с.;Бръшляница;PVN;PVN24;PVN24-04;3;7;2;1999;NW;525
06700;с.;Бръщен;SML;SML10;SML10-02;3;6;8;1999;S;526
06728;с.;Бряговец;KRZ;KRZ15;KRZ15-68;3;7;3;1999;S;527
06731;с.;Бряговица;VTR;VTR31;VTR31-04;3;6;2;1999;N;528
06745;с.;Брягово;PDV;PDV23;PDV23-01;3;7;1;1999;S;529
06759;с.;Брягово;HKV;HKV34;HKV34-02;3;6;3;1999;S;530
06762;с.;Бряст;HKV;HKV09;HKV09-03;3;7;3;1999;S;531
06776;с.;Брястовец;BGS;BGS04;BGS04-03;3;7;4;1999;SE;532
06788;с.;Брястово;SLV;SLV16;SLV16-30;3;7;4;1999;SE;533
06793;с.;Брястово;DOB;DOB03;DOB03-03;3;8;3;1999;NE;534
06803;с.;Брястово;HKV;HKV19;HKV19-03;3;7;5;1999;S;535
06817;с.;Бубино;HKV;HKV11;HKV11-00;3;8;6;1999;S;536
06848;с.;Бузовград;SZR;SZR12;SZR12-01;3;5;5;1999;SE;537
06851;с.;Бузяковци;SFO;SFO20;SFO20-00;3;8;7;1999;SW;538
06865;с.;Буйновица;SHU;SHU07;SHU07-03;3;7;5;1999;NE;539
06879;с.;Буйново;SML;SML05;SML05-06;3;6;8;1999;S;540
06882;с.;Буйново;TGV;TGV35;TGV35-41;3;6;5;1999;NE;541
06896;с.;Буйновци;VTR;VTR13;VTR13-04;3;8;6;1999;N;542
06906;с.;Бук;KRZ;KRZ15;KRZ15-03;3;7;5;1999;S;543
06919;с.;Букак;TGV;TGV02;TGV02-00;3;8;5;1999;NE;544
06923;с.;Буката;SML;SML31;SML31-00;3;8;8;1999;S;545
02988;с.;Букаците;SML;SML31;SML31-00;3;8;7;1999;S;546
06937;с.;Букова поляна;SML;SML16;SML16-18;3;6;7;1999;S;547
06940;с.;Буковец;VTR;VTR04;VTR04-00;3;8;5;1999;N;548
06954;с.;Буковец;VID;VID09;VID09-05;3;6;2;1999;NW;549
06968;с.;Буковец;VRC;VRC08;VRC08-02;3;7;4;1999;NW;550
06971;с.;Буковец;MON;MON07;MON07-10;3;7;3;1999;NW;551
06985;с.;Буковец;SFO;SFO43;SFO43-00;3;8;7;1999;SW;552
06999;с.;Буковлък;PVN;PVN24;PVN24-05;3;5;2;1999;NW;553
07003;с.;Буково;BLG;BLG11;BLG11-04;3;5;7;1999;SW;554
07017;с.;Буково;SML;SML16;SML16-21;3;7;7;1999;S;555
56335;с.;Буково;PDV;PDV23;PDV23-15;3;7;5;1999;S;556
07020;с.;Букоровци;SFO;SFO09;SFO09-00;3;8;6;1999;SW;557
07034;с.;Булаир;VAR;VAR13;VAR13-01;3;7;5;1999;NE;558
07048;с.;Буново;KNL;KNL29;KNL29-00;3;8;8;1999;SW;559
07051;с.;Буново;SFO;SFO56;SFO56-02;3;7;6;1999;SW;560
07822;с.;Бунцево;BLG;BLG53;BLG53-03;3;6;7;1999;SW;561
07065;с.;Бураново;KNL;KNL27;KNL27-03;3;7;5;1999;SW;562
07079;гр.;Бургас;BGS;BGS04;BGS04-00;1;1;1;1999;SE;563
07911;с.;Бурево;SML;SML18;SML18-01;3;8;6;1999;S;564
07082;с.;Буря;GAB;GAB29;GAB29-33;3;7;6;1999;N;565
07096;с.;Бусинци;PER;PER51;PER51-00;3;8;7;1999;SW;566
07106;с.;Бусманци;SOF;SOF46;SOF46-31;3;5;6;1999;SW;567
07116;с.;Бутан;VRC;VRC20;VRC20-01;3;5;2;1999;NW;568
07123;с.;Бутово;VTR;VTR22;VTR22-02;3;6;2;1999;N;569
07867;с.;Бутрева;PAZ;PAZ08;PAZ08-04;3;7;8;1999;S;570
07137;с.;Бутроинци;PER;PER51;PER51-00;3;8;7;1999;SW;571
07140;гр.;Бухово;SOF;SOF46;SOF46-49;1;4;6;1999;SW;572
07154;с.;Буховци;TGV;TGV35;TGV35-07;3;6;4;1999;NE;573
07171;с.;Бучин проход;SFO;SFO26;SFO26-03;3;7;7;1999;SW;574
07168;с.;Бучино;BLG;BLG03;BLG03-00;3;8;5;1999;SW;575
07185;с.;Бучуковци;GAB;GAB12;GAB12-02;3;8;6;1999;N;576
07199;с.;Бъдеще;SZR;SZR31;SZR31-07;3;6;3;1999;SE;577
07209;с.;Бъзовец;MON;MON11;MON11-00;3;8;3;1999;NW;578
07212;с.;Бъзовец;RSE;RSE08;RSE08-03;3;5;3;1999;N;579
07226;с.;Бъзовица;KNL;KNL50;KNL50-00;3;8;7;1999;SW;580
07231;с.;Бъзън;RSE;RSE27;RSE27-14;3;5;3;1999;N;581
07243;с.;Българаново;TGV;TGV22;TGV22-40;3;7;5;1999;NE;582
07257;с.;Българево;DOB;DOB17;DOB17-04;3;5;2;1999;NE;583
07260;с.;Българене;LOV;LOV18;LOV18-05;3;7;5;1999;NW;584
07274;с.;Българене;PVN;PVN16;PVN16-04;3;6;2;1999;NW;585
07288;с.;Българене;SZR;SZR27;SZR27-00;3;8;3;1999;SE;586
07291;с.;Българи;BGS;BGS13;BGS13-00;3;8;4;1999;SE;587
07315;с.;Българин;HKV;HKV33;HKV33-04;3;6;3;1999;S;588
07329;с.;Българка;SLS;SLS31;SLS31-00;3;8;2;1999;N;589
07332;гр.;Българово;BGS;BGS04;BGS04-04;1;5;2;1999;SE;590
07346;с.;Българска поляна;HKV;HKV32;HKV32-01;3;7;5;1999;S;591
07357;с.;Български извор;LOV;LOV33;LOV33-01;3;5;4;1999;NW;592
07363;с.;Българско Сливово;VTR;VTR28;VTR28-03;3;5;3;1999;N;593
07377;с.;Българчево;BLG;BLG03;BLG03-05;3;6;6;1999;SW;594
07380;с.;Бънзарето;SZR;SZR22;SZR22-00;3;8;7;1999;SE;595
07394;с.;Бърдарево;VAR;VAR13;VAR13-00;3;8;3;1999;NE;596
07404;с.;Бърдарите;GAB;GAB35;GAB35-04;3;8;6;1999;N;597
07418;с.;Бърдарски геран;VRC;VRC08;VRC08-03;3;6;3;1999;NW;598
07421;с.;Бърдени;GAB;GAB35;GAB35-00;3;8;6;1999;N;599
07435;с.;Бърдо;SFO;SFO20;SFO20-00;3;8;8;1999;SW;600
07452;с.;Бърдоква;RAZ;RAZ14;RAZ14-02;3;7;4;1999;N;601
07472;с.;Бърза река;KRZ;KRZ35;KRZ35-26;3;8;5;1999;S;602
07497;с.;Бързина;VRC;VRC35;VRC35-02;3;7;3;1999;NW;603
07507;с.;Бързица;VAR;VAR24;VAR24-03;3;7;2;1999;NE;604
07510;с.;Бързия;MON;MON02;MON02-05;3;5;5;1999;NW;605
07524;с.;Бъркач;PVN;PVN11;PVN11-01;3;6;4;1999;NW;606
07538;с.;Бъркачево;VRC;VRC08;VRC08-04;3;6;3;1999;NW;607
07541;с.;Бърложница;SFO;SFO45;SFO45-00;3;8;6;1999;SW;608
07555;с.;Бърля;SFO;SFO09;SFO09-00;3;8;7;1999;SW;609
07569;с.;Бърчево;SML;SML27;SML27-14;3;6;7;1999;S;610
07572;с.;Бъта;PAZ;PAZ20;PAZ20-02;3;5;5;1999;S;611
07586;с.;Бяга;PAZ;PAZ06;PAZ06-01;3;5;4;1999;S;612
07729;с.;Бял бряг;SHU;SHU25;SHU25-10;3;7;2;1999;NE;613
07747;с.;Бял извор;KRZ;KRZ02;KRZ02-03;3;5;6;1999;S;614
07750;с.;Бял извор;SZR;SZR23;SZR23-02;3;7;3;1999;SE;615
07778;с.;Бял кладенец;SLV;SLV16;SLV16-31;3;7;3;1999;SE;616
07781;с.;Бял кладенец;HKV;HKV30;HKV30-13;3;8;5;1999;S;617
07598;гр.;Бяла;VAR;VAR05;VAR05-00;1;4;2;1999;NE;618
07603;гр.;Бяла;RSE;RSE04;RSE04-00;1;3;2;1999;N;619
07613;с.;Бяла;SLV;SLV20;SLV20-06;3;5;5;1999;SE;620
07627;с.;Бяла вода;BGS;BGS12;BGS12-00;3;8;4;1999;SE;621
07630;с.;Бяла вода;PVN;PVN03;PVN03-01;3;7;2;1999;NW;622
07644;с.;Бяла паланка;SLV;SLV24;SLV24-03;3;5;5;1999;SE;623
07658;с.;Бяла поляна;KRZ;KRZ16;KRZ16-56;3;7;5;1999;S;624
07661;с.;Бяла река;VTR;VTR32;VTR32-01;3;7;3;1999;N;625
07675;с.;Бяла река;PDV;PDV23;PDV23-02;3;6;3;1999;S;626
07689;с.;Бяла река;SML;SML27;SML27-12;3;6;7;1999;S;627
07692;с.;Бяла река;SHU;SHU10;SHU10-02;3;5;4;1999;NE;628
07702;гр.;Бяла Слатина;VRC;VRC08;VRC08-00;1;3;3;1999;NW;629
07716;гр.;Бяла черква;VTR;VTR22;VTR22-03;1;5;2;1999;N;630
07733;с.;Бялградец;HKV;HKV11;HKV11-24;3;8;4;1999;S;631
07764;с.;Бялка;KRZ;KRZ16;KRZ16-57;3;8;5;1999;S;632
07795;с.;Бялково;GAB;GAB05;GAB05-00;3;8;6;1999;N;633
07805;с.;Бялковци;VTR;VTR13;VTR13-01;3;8;5;1999;N;634
07819;с.;Бяло поле;SZR;SZR23;SZR23-03;3;7;3;1999;SE;635
10015;с.;Вазово;RAZ;RAZ14;RAZ14-03;3;5;4;1999;N;636
10029;с.;Вакарел;SFO;SFO20;SFO20-06;3;5;7;1999;SW;637
10032;с.;Ваклино;DOB;DOB29;DOB29-02;3;7;1;1999;NE;638
10046;с.;Ваклиново;BLG;BLG42;BLG42-02;3;6;8;1999;SW;639
10050;с.;Ваксево;KNL;KNL31;KNL31-01;3;6;7;1999;SW;640
13069;с.;Валевци;GAB;GAB29;GAB29-26;3;8;6;1999;N;641
10063;с.;Валето;VTR;VTR13;VTR13-00;3;8;5;1999;N;642
10080;с.;Варана;PVN;PVN16;PVN16-00;3;8;2;1999;NW;643
10094;с.;Варвара;BGS;BGS13;BGS13-04;3;6;2;1999;SE;644
10104;с.;Варвара;PAZ;PAZ29;PAZ29-03;3;5;5;1999;S;645
10118;с.;Вардим;VTR;VTR28;VTR28-04;3;5;2;1999;N;646
10121;с.;Вардун;TGV;TGV35;TGV35-08;3;6;5;1999;NE;647
10135;гр.;Варна;VAR;VAR06;VAR06-00;1;1;1;1999;NE;648
10149;с.;Варненци;SLS;SLS34;SLS34-04;3;7;3;1999;N;649
10152;с.;Варник;HKV;HKV28;HKV28-00;3;8;3;1999;S;650
10166;с.;Варовник;BGS;BGS06;BGS06-00;3;8;5;1999;SE;651
10176;с.;Васил Друмев;SHU;SHU30;SHU30-02;3;7;3;1999;NE;652
10207;с.;Васил Левски;PDV;PDV13;PDV13-04;3;5;5;1999;S;653
10210;с.;Васил Левски;SLS;SLS01;SLS01-00;3;8;3;1999;N;654
10224;с.;Васил Левски;SZR;SZR23;SZR23-04;3;7;3;1999;SE;655
10238;с.;Васил Левски;TGV;TGV35;TGV35-09;3;7;3;1999;NE;656
10183;с.;Василево;DOB;DOB12;DOB12-04;3;7;3;1999;NE;657
10255;с.;Василовци;MON;MON07;MON07-02;3;5;2;1999;NW;658
10269;с.;Василовци;SFO;SFO16;SFO16-00;3;8;7;1999;SW;659
10272;с.;Васильово;LOV;LOV33;LOV33-13;3;7;6;1999;NW;660
10286;с.;Васково;HKV;HKV17;HKV17-00;3;8;4;1999;S;661
10291;с.;Ведраре;PDV;PDV13;PDV13-05;3;5;5;1999;S;662
10307;с.;Ведрина;DOB;DOB15;DOB15-09;3;6;4;1999;NE;663
10313;с.;Ведрово;BGS;BGS23;BGS23-00;3;8;4;1999;SE;664
10327;с.;Везенково;BGS;BGS23;BGS23-04;3;7;5;1999;SE;665
10330;с.;Векилски;SHU;SHU21;SHU21-00;3;8;4;1999;NE;666
10344;с.;Веленци;GAB;GAB35;GAB35-00;3;8;6;1999;N;667
10358;с.;Велешани;KRZ;KRZ16;KRZ16-04;3;7;6;1999;S;668
10361;с.;Велика;BGS;BGS13;BGS13-00;3;8;2;1999;SE;669
10375;с.;Великан;HKV;HKV09;HKV09-00;3;8;3;1999;S;670
10389;с.;Великденче;KRZ;KRZ08;KRZ08-01;3;7;5;1999;S;671
10392;с.;Великденче;TGV;TGV22;TGV22-41;3;6;6;1999;NE;672
58222;гр.;Велики Преслав;SHU;SHU23;SHU23-00;1;3;3;1999;NE;673
10447;гр.;Велико Търново;VTR;VTR04;VTR04-00;1;1;3;1999;N;674
10416;с.;Великово;SZR;SZR07;SZR07-00;3;8;3;1999;SE;675
10422;с.;Великово;DOB;DOB12;DOB12-00;3;8;3;1999;NE;676
10433;с.;Великовци;TGV;TGV02;TGV02-00;3;8;6;1999;NE;677
10450;гр.;Велинград;PAZ;PAZ08;PAZ08-00;1;2;7;1999;S;678
10464;с.;Велино;SHU;SHU30;SHU30-23;3;7;4;1999;NE;679
